96,西山国家森林公园,81,82,80,83,79,91,自然保护区，山地,96
97,白云观,74,76,79,72,85,55,道教寺庙，文化遗产,97
98,宋庄画家村,78,80,76,79,84,52,艺术村庄，画廊展览,98
99,中国人民抗日战争纪念馆,82,85,89,81,90,50,抗战历史，纪念馆,99
100,北京石景山游乐园,76,79,83,74,68,60,主题公园，娱乐设施,100
101,奥林匹克森林公园,84,86,88,82,75,92,奥运遗址，大型公园,101
102,中国电影博物馆,80,82,85,78,79,53,电影文化，展览活动,102
103,阳台山风景区,73,75,70,71,69,85,自然景观，登山,103
104,北京天桥艺术中心,77,79,84,75,83,45,表演艺术，剧场,104
105,北京郊区国家地质公园,74,76,68,73,71,90,地质教育，岩石展览,105
106,红螺寺,78,80,76,79,85,72,佛教寺庙，文化深厚,106
107,龙潭湖公园,81,83,87,80,76,88,城市公园，湖泊景观,107
108,石花洞天然风景区,69,71,65,68,66,91,岩洞探险，自然美景,108
109,北京动物园,85,87,90,84,82,70,动物保护，家庭游玩,109
110,北京古观象台,78,80,77,76,86,50,历史建筑，天文学,110
111,中国农业科学院植物园,77,79,72,78,74,85,科研基地，植物研究,111
112,北京艺术博物馆,82,84,80,83,88,48,艺术收藏，展览活动,112
113,紫金城遗址公园,75,77,73,74,77,81,历史遗迹，公园休闲,113
114,泰山庙,70,72,68,71,83,49,道教庙宇，宗教活动,114
115,房山世界地质公园,77,79,74,76,72,87,地貌景观，户外游学,115
116,居庸关长城,83,85,88,82,90,70,历史，军事,116
117,北京航天城,78,80,77,75,73,55,航天科技，教育展示,117
118,桃花岛游乐区,70,72,79,68,65,60,游乐设施，家庭娱乐,118
119,北京圆明园遗址公园,84,86,92,85,90,65,历史遗迹，皇家园林,119
120,中央广播电视塔,86,88,93,81,82,50,地标建筑，高空观景,120
121,北京慕田峪长城,82,84,87,79,91,72,长城景区，历史游览,121
122,北京大观园,79,81,84,77,85,61,古典园林，文化地标,122
123,中国航海博物馆,76,78,75,74,73,58,航海历史，科技教育,123
124,北京古北水镇,87,89,91,85,88,60,古镇，文化旅游,124
125,房山线脚窝铺长城,70,72,66,71,74,68,长城遗址，野长城,125
126,北京艺妓文化艺术中心,75,77,72,73,81,45,表演艺术，艺术教育,126
127,顺义奥林匹克水上公园,82,84,90,80,76,89,水上运动，体育设施,127
128,北京凯迪拉克中心,78,80,86,74,70,40,活动中心，大型会场,128
129,中国地质大学（北京）博物馆,77,79,71,78,76,49,地质展览，学术研究,129
130,天安门广场,94,95,100,90,93,55,国家象征，历史集会,130
131,北京密云水库,75,77,70,73,70,90,饮用水源，自然风光,131
132,北京八大处公园,83,85,80,84,82,88,宗教遗址，自然景观,132
133,中国国家博物馆,90,92,91,88,93,48,文化历史，国家级,133
134,紫禁城角楼博物馆,87,89,93,85,90,57,历史展览，建筑美学,134
135,北京园博馆,81,83,79,82,80,63,园艺艺术，展览活动,135
136,北京市天文馆,78,80,75,77,76,50,科普教育，天文学,136
137,北京金山岭长城,85,87,90,82,89,73,历史建筑,137
138,北京市昌平区博物馆,76,78,70,75,74,45,地方历史，教育资源,138
139,新北京人遗址博物馆,72,74,68,70,73,48,史前历史，考古学,139
140,北京房山世界地质公园,77,79,74,76,72,87,自然地理，科普教育,140
141,万寿寺塔,70,72,67,71,79,45,文物保护，历史建筑,141
142,灵境胡同,68,70,66,69,77,42,老北京，历史民居,142
143,北京市门头沟区图书馆,75,77,65,78,73,40,公共资源，学习环境,143
144,昌平区新城子遗址,73,75,69,72,75,54,历史遗址，考古,144
145,中央美术学院,83,85,78,82,90,60,艺术教育，美术学院,145
146,北京工业大学,79,81,76,80,75,57,北工大，工科教育，理工学院,146
147,明十三陵,87,89,92,88,91,68,明朝皇家陵寝，历史景区,147
148,北京交通大学,80,82,85,78,76,54,北交，交通工程，高等教育,148
149,北京柳荫公园,72,74,69,70,68,87,城市公园，休闲场所,149
150,顺义花卉园,73,75,71,74,70,86,花卉展览，自然美景,150
151,北京大学红楼,88,90,87,89,93,53,历史建筑，教育文化,151
152,北京海淀公园,79,81,80,78,75,84,休闲娱乐，自然美景,152
153,北京市朝阳区图书馆,76,78,74,77,74,48,公共资源库，阅读学习,153
154,丰台科技园,82,84,81,79,78,52,科技研发，产业园区,154
155,中国民用航空华北管理局,74,76,73,71,70,50,航空管理，民航业务,155
156,北京动漫博物馆,77,79,76,74,73,47,动画艺术，展览娱乐,156
157,北宫国家森林公园,84,86,82,83,81,93,自然保护区,157
158,延庆百里画廊,80,82,78,81,79,90,旅游路线，自然景观,158
159,北京大观楼,71,73,70,72,76,50,文化风景，历史建筑,159
160,朝阳奥体中心,85,87,90,84,83,55,体育竞赛，大型体育场,160
161,北京古城墙遗址公园,78,80,75,77,85,64,历史遗迹，城墙保护,161
162,北京民族文化宫,76,78,74,73,80,49,文化展览，民族艺术,162
163,马连洼公园,73,75,71,72,69,85,社区公园，户外活动,163
164,北京城市副中心图书馆,82,84,80,83,81,50,信息资源中心，学习阅览,164
165,清华大学美术馆,90,92,89,87,91,56,艺术教育，校园博物馆,165
166,京西古道,74,76,72,73,77,82,历史道路，远足径路,166
167,北京市西城区图书馆,77,79,74,76,73,50,公共阅读，文化资源,167
168,北京人艺实验剧场,69,71,68,67,75,44,现代戏剧，艺术表演,168
169,北京四合院文化村,72,74,71,70,78,51,历史建筑，文化体验,169
170,昆明湖,88,90,87,85,91,92,颐和园景区，湖泊美景,170
171,北京华侨城创意文化园,84,86,83,82,80,48,文化创意产业，公共艺术,171
172,蓝色港湾,80,82,90,78,76,55,购物娱乐，休闲餐饮,172
173,北京民俗博物馆,75,77,70,73,79,46,文化传统，民间艺术,173
174,香山公园,87,89,92,85,88,91,历史公园，自然景观,174
175,地坛公园,81,83,80,82,85,60,文化历史，祭祀地点,175
176,文化部恭王府管理处,78,80,76,74,83,63,历史建筑，文化遗产,176
177,鼓楼东大街,74,76,72,73,78,45,老北京街区，文化体验,177
178,南锣鼓巷,86,88,91,84,90,58,古街区，旅游景点,178
179,团结湖公园,79,81,83,76,78,85,城市公园，水景休闲,179
180,北京语言大学,81,83,78,80,79,51,北语，语言教育，国际学生,180
181,北京舞蹈学院,70,72,69,68,76,42,舞蹈教育，表演艺术,181
182,北京林业大学,87,89,85,86,85,88,北林，林业教育，环境科学,182
183,怀柔影视城,82,84,89,78,79,67,影视拍摄，旅游观光,183
184,北京印刷学院,73,75,72,71,70,45,印刷技术，教育机构,184
185,大钟寺古钟博物馆,76,78,75,74,80,50,历史钟表，技术展览,185
186,北京服装学院,79,81,77,76,78,43,服装设计，艺术教育,186
187,北京史家胡同博物馆,75,77,74,78,86,50,文化保护，历史建筑,187
188,百望山森林公园,70,72,80,77,66,84,自然风景，郊外游,188
189,北京巴沟公园,78,80,73,75,70,85,城市公园，自然憩息地,189
190,牛街礼拜寺,79,81,85,82,90,60,宗教文化，伊斯兰文化,190
191,北京展览剧院,82,85,88,84,83,48,表演艺术，剧场演出,191
192,房山布达拉宫,65,67,70,68,74,78,模拟景点，藏式建筑,192
193,中国人民对外友好协会,77,79,76,78,82,50,文化交流，国际关系,193
194,北京煤矿医院,72,72,75,70,67,40,医疗服务，社区健康,194
195,北大湖,68,70,65,69,65,88,自然湖泊，校园美景,195
196,王府井天主教堂,83,85,90,81,84,55,宗教场所，历史建筑,196
197,北京花世界,80,82,85,79,75,91,花卉园艺，家庭游玩,197
198,北京小动物园,74,76,79,73,70,68,动物教育，儿童娱乐,198
199,紫檀博物馆,76,78,74,75,83,50,艺术收藏，木制工艺,199
200,北京药用植物园,71,73,70,72,76,88,植物科学，教育资源,200
201,玉渊潭冰场,78,80,84,77,73,46,冬季活动，溜冰乐趣,201
202,隆福寺,82,84,80,81,89,53,佛教文化，市中心寺庙,202
203,居庸关花海,70,72,77,68,66,85,花海风景，适合摄影,203
204,北京科学中心,84,86,90,82,81,49,科学普及，互动展览,204
205,朝阳区体育公园,73,75,78,70,67,90,公园家庭日，体育休闲,205
206,中国农业大学实验田,75,77,70,78,72,55,教育研究，农业实践,206
207,北京邮电博物馆,74,76,71,73,71,50,通信历史，科技发展,207
208,北京数字博物馆,79,81,83,80,77,46,文化科技，数字展示,208
209,温榆河公园,82,84,80,83,78,89,河流公园，生态旅游,209
210,土城遗址公园,67,69,65,70,72,74,历史遗址，学术研究,210
211,南宫世界地热博览园,85,87,82,84,83,60,地热资源，健康温泉,211
212,北京电影城,74,76,79,72,70,55,电影拍摄，游客参观,212
213,文津国际书吧,78,80,75,79,82,45,阅读空间，文化交流,213
214,北京海淀体育中心,72,74,71,73,68,50,体育活动，综合设施,214
215,元大都遗址公园,79,81,83,78,80,92,文化教育，考古发掘,215
216,北京二锅头博物馆,76,78,75,77,74,46,传统酿造，工业历史,216
217,北京汽车展览馆,71,73,70,72,70,55,汽车科技，展览介绍,217
218,大运河文化广场,84,86,89,85,82,67,历史水运，文化设施,218
219,北京国际园艺博览园,80,82,87,79,78,91,园艺竞赛，国际展览,219
220,北京通州果园,74,76,72,75,71,84,城市农业，生态旅游,220
221,首都儿科研究所,77,80,78,82,76,50,儿童医疗，科研机构,221
222,北京新文化运动纪念馆,73,75,70,71,85,47,历史博物馆，文化遗产,222
223,法海寺,80,82,85,83,90,65,古寺，文物保护,223
224,金山岭长城,87,89,92,85,95,76,长城段落，徒步旅行,224
225,北京双龙峡,70,72,77,74,68,88,户外探险，自然美景,225
226,北京新青年科技创业园,78,80,75,79,77,45,创业支持，科技园区,226
227,观音寺,75,77,80,73,80,55,宗教文化，佛教信仰,227
228,北京非遗展示中心,82,84,81,84,86,50,文化遗产，展览教育,228
229,首钢工业园,79,81,84,76,74,58,工业遗址，城市更新,229
230,北京曹雪芹纪念馆,73,75,72,70,80,47,文学历史，纪念场所,230
232,北京画院,76,78,75,77,84,50,国画，艺术培训,231
232,北京国画院,76,78,75,77,84,50,国画，艺术培训,232
233,白浮泉公园,67,69,63,68,65,86,自然公园，清新空气,233
234,北京铁道博物馆,85,87,88,84,90,57,铁路历史，科技发展,234
235,凉水河自然保护区,79,81,74,76,74,92,生态保护，野生动植物,235
236,房山龙潭峡,81,83,78,82,80,89,山谷，自然风光,236
237,紫竹院体育公园,72,74,77,70,69,85,城市运动，休闲设施,237
238,大观园温泉,74,76,72,73,71,84,温泉，休闲娱乐,238
239,北京亚洲体育村,81,83,85,80,78,65,赛事场馆，体育文化,239
240,崇文门历史文化公园,85,87,82,86,90,60,文化遗址，城市历史,240
241,安贞医院,73,76,79,71,69,45,医疗服务，综合医院,241
242,老山公园,78,80,75,77,74,88,自然保护，户外活动,242
243,北京茉莉花文化节,75,77,83,72,70,55,文化节，花卉展览,243
244,北京京剧院,86,88,90,85,90,55,京剧，艺术表演,244
245,通州运河公园,70,72,68,73,69,87,历史河道，文化遗产,245
246,平谷石林峡,84,86,80,85,82,91,地质奇观，户外探险,246
247,北京什刹海体育学校,77,79,75,78,73,50,体育教育，运动训练,247
248,拂云山庄,78,80,73,79,77,86,度假村，休闲娱乐,248
249,北京电视塔,82,84,90,81,79,58,地标建筑，城市景观,249
250,北京奥体中心商圈,79,81,88,76,77,53,体育消费，休闲购物,250
251,大钟寺古玩市场,68,70,72,66,65,48,古董市场，文化收藏,251
252,清华科技园,84,86,83,85,82,57,科研机构，创新中心,252
253,五道营胡同,76,78,77,74,83,50,历史文化，特色小吃,253
254,王府池子剧场,80,82,85,81,84,53,历史剧院，戏曲表演,254
255,北京海洋馆,77,79,81,75,76,69,海洋科普，动物展示,255
256,北宫森林公园,72,74,70,71,68,90,森林步道，自然景观,256
257,北京五环体育中心,81,83,86,82,80,52,体育赛事，综合体育场,257
258,惠新寺,75,77,70,76,85,53,佛教寺庙，宗教文化,258
259,北京东方广场,84,86,92,80,78,60,购物中心，娱乐热点,259
260,天坛南门,80,82,85,83,91,55,历史门口，文化标志,260
261,营房西洼公园,67,69,63,68,65,86,小型公园，社区中心,261
262,北京农业展览馆,79,81,77,78,76,53,农业教育，展览活动,262
263,东直门历史建筑群,82,84,89,81,88,54,古建筑，文化遗产,263
264,京城八十景园,85,87,90,86,89,65,园林设计，文化旅游,264
265,北京水木清华园,79,81,76,80,82,50,校园环境，教育文化,265
266,北京音乐厅,88,90,92,85,90,50,音乐表演，文化活动,266
267,世纪坛医院,72,74,70,71,70,44,医疗服务，综合医院,267
268,金台夕照,78,80,84,76,82,54,日落观点，历史地标,268
269,汉光百货,80,82,87,78,76,48,购物中心，时尚购物,269
270,华清池公园,74,76,70,73,72,86,历史公园，皇家浴场,270
271,北京石刻艺术博物馆,83,85,81,84,89,51,石刻艺术，文化保存,271
272,团结湖外交公寓,76,78,74,77,75,50,外交官住所，历史建筑,272
273,清华大学附属中学,88,90,85,87,92,53,顶级中学，教育环境,273
274,东城区国家税务局,71,73,68,72,70,40,政府机构，行政服务,274
275,翠微路公园,67,69,63,65,64,87,小区公园，休闲散步,275
276,北京天桥商业区,78,80,85,76,79,58,购物娱乐，繁华地带,276
277,北京双泉堡,83,85,82,81,80,88,旅游景点，自然美景,277
278,石景山游乐园,75,77,80,72,74,66,主题公园，娱乐设施,278
279,北京青年政治学院,72,74,69,70,73,45,政治教育，学术环境,279
280,新街口外语书店,81,83,87,79,76,50,书店，语言学习,280
281,北京中央民族大学,85,87,80,84,88,55,中央民大，民族教育，高等教育,281
282,北京南站,92,90,95,80,60,50,交通枢纽，高铁站,282
283,北京西站,90,88,93,78,60,50,铁路站，长途客运,283
284,国家体育场,91,93,97,85,78,60,鸟巢，运标志，体育赛事,284
285,国家游泳中心,90,92,95,84,77,60,水立方，奥运场馆，水上运动,285
286,王府井大街,87,85,92,75,80,50,购物街，旅游热点,286
287,北京市规划展览馆,84,86,89,83,88,52,城市发展，规划教育,287
288,僧多森林公园,79,81,75,70,65,95,自然保护，森林浴,288
289,北京国贸,88,90,94,80,70,50,商务区，高端购物,289
290,大兴国际机场,95,93,98,86,60,55,航空枢纽，现代建筑,290
291,北京市东城区人民政府,77,79,70,72,65,40,政府机关，行政服务,291
292,北京动物园熊猫馆,85,87,92,80,70,60,动物保育，园区热点,292
293,北京民族博物馥,86,89,91,84,91,55,民族历史，文化展示,293
294,北京中轴线公园,84,86,90,82,88,60,历史文化轴，城市绿化,294
295,北京历史博物馆,83,85,88,81,90,57,北京发展，历史展览,295
296,北京市崇文门外史家胡同,81,83,70,68,85,45,历史胡同，文化探索,296
297,北京师范大学国际学院,85,87,75,83,90,45,国际合作，教育质量,297
298,北京电影学院国际合作部,82,84,76,80,78,47,电影制作，国际交流,298
299,北京城市副中心图书馆,89,91,85,87,84,50,借阅资源，信息中心,299
300,北京数码港科技园,81,83,78,76,71,49,科技企业，创新环境,300
301,北京科技报告厅,78,80,74,72,76,50,科普教育，讲座会议,301
302,北京朝阳体育中心,76,78,81,73,70,50,体育活动，公共设施,302
